lsNr;Betreiber;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Bundesland;Kreis/kreisfreie Stadt;Breitengrad;Längengrad;Inbetriebnahmedatum;Anschlussleistung;Normalladeeinrichtung;Anzahl Ladepunkte;Steckertypen1;P1 [kW];Public Key1;Steckertypen2;P2 [kW];Public Key2;Steckertypen3;P3 [kW];Public Key3;Steckertypen4;P4 [kW];Public Key4
1013;Stadtwerke Heide GmbH;Dorfstraße;72;;25776;Sankt Annen;Schleswig-Holstein;Kreis Dithmarschen;54.352236;9.0749;2018-11-29;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1014;Restaurant Buongiorno E-Ladestation;Wittendüner Geest;1;;25826;Sankt Peter-Ording;Schleswig-Holstein;Kreis Nordfriesland;54.30271;8.656126;2022-06-01;22;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
1015;Hotel Kölfhamm Loading;Kölfhamm;6;;25826;Sankt Peter-Ording;Schleswig-Holstein;Kreis Nordfriesland;54.33282;8.6063;2022-06-13;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1016;Haus Tide - Einzelunternehmen;Theodor-Storm-Weg;9a;;25826;Sankt Peter-Ording;Schleswig-Holstein;Kreis Nordfriesland;54.294852;8.652264;2021-09-06;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
1017;E.ON Drive GmbH;Hörn;6;;24616;Sarlhusen;Schleswig-Holstein;Kreis Steinburg;54.022597;9.791741;2021-09-20;11;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;22;;;;;;;
1018;GP JOULE Connect GmbH;Schleswiger Str.;10;;24986;Satrup;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.691137;9.603733;2018-11-15;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1019;Stadtwerke Rendsburg GmbH;Kieler Straße;25;;24790;Schacht-Audorf;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.313696;9.717784;2016-12-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1020;Gemeinde Schafflund über Amt Schafflund, Gebietskörperschaft;Tannenweg;1;;24980;Schafflund;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.75803322;9.18844541;2021-07-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1021;HanseWerk Charging Station;Dorfstraße;13;bei 13;25725;Schafstedt;Schleswig-Holstein;Kreis Dithmarschen;54.082009;9.296188;2022-01-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1022;E.ON Drive GmbH;Dorfstraße;13;bei 13;25725;Schafstedt;Schleswig-Holstein;Kreis Dithmarschen;54.081879;9.296181;2021-12-03;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1023;Westenergie Metering GmbH;Seestraße;11z;Seestraße / Badeweg;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.024722;10.755556;2013-05-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1024;Westenergie Metering GmbH;Glockenstr.;2;Am Bürgerhaus;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.021467;10.74935;2017-08-31;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1025;Westenergie Metering GmbH;Seestraße;43z;;23684;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.027267;10.702633;2021-11-03;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1026;Westenergie Metering GmbH;Ostseestraße;1;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.022417;10.758064;2021-10-29;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1027;Westenergie Metering GmbH;Fischerstieg Ecke Badeweg;0;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.024782;10.75604;2013-05-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1028;Westenergie Metering GmbH;Muschelstieg;0;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.026325;10.756603;2018-06-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1029;Westenergie Metering GmbH;Muschelstieg;0;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.026325;10.756603;2018-06-28;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1030;Westenergie Metering GmbH;Strandallee;0;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.012194;10.769069;2021-11-03;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1031;Westenergie Metering GmbH;Bahnhofstraße;48z;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.053667;10.742597;2021-11-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1032;Westenergie Metering GmbH;Pönitzer Chaussee;1;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.034892;10.750231;2021-10-26;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1033;Westenergie Metering GmbH;Pönitzer Chaussee;1;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.034883;10.750136;2021-10-26;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1034;Westenergie Metering GmbH;Lindenstraße;34z;;23684;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.045536;10.673567;2021-11-02;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1035;Westenergie Metering GmbH;Lindenstraße;31z;;23684;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.044914;10.671597;2021-11-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1036;Westenergie Metering GmbH;Waldweg;1;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.047202;10.748738;2021-11-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1037;Westenergie Metering GmbH;Trelleborgstraße;1z;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.030297;10.752181;2021-10-26;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1038;Westenergie Metering GmbH;Dorfstraße;8z;;23629;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.028997;10.663189;2021-11-03;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1039;Westenergie Metering GmbH;Konsulweg;8z;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.01905;10.757257;2021-11-08;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1040;Westenergie Metering GmbH;Wiesenweg;1z;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.050317;10.748747;2021-11-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1041;Westenergie Metering GmbH;Wennseestraße;0;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.0202;10.744128;2021-11-10;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1042;Westenergie Metering GmbH;Strandallee;12z;;23683;Scharbeutz;Schleswig-Holstein;Kreis Ostholstein;54.051146;10.751585;2021-04-19;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;;;;;;;;;
1043;Ostsee-Campingplatz Kagelbusch L. Gosch GmbH & Co.KG;Kagelbusch;1;;23730;Schashagen OT Bliesdorf;Schleswig-Holstein;Kreis Ostholstein;54.1262555;10.9280692;2021-04-26;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1044;Amt Preetz-Land;Am Berg;2;;24211;Schellhorn;Schleswig-Holstein;Kreis Plön;54.22973;10.29625;2021-03-26;11;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
1045;Gemeinde Schellhorn;Am Berg;2;;24211;Schellhorn;Schleswig-Holstein;Kreis Plön;54.22987;10.29651;2021-03-26;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
1046;E.ON Drive GmbH;Industriestraße;2;;22869;Schenefeld;Schleswig-Holstein;Kreis Pinneberg;53.601444;9.838037;2016-07-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1047;E.ON Drive GmbH;Heisterweg;4;;22869;Schenefeld;Schleswig-Holstein;Kreis Pinneberg;53.599907;9.835771;2019-08-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1048;E.ON Drive GmbH;Kiebitzweg;2;bei Nr. 2;22869;Schenefeld;Schleswig-Holstein;Kreis Pinneberg;53.602194;9.835992;2019-08-29;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
1049;E.ON Drive GmbH;Achter de Weiden;30;;22869;Schenefeld;Schleswig-Holstein;Kreis Pinneberg;53.606907;9.829793;2019-08-29;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
1050;E.ON Drive GmbH;Holstenstraße;42;;25560;Schenefeld;Schleswig-Holstein;Kreis Steinburg;54.04622064;9.48042454;2021-06-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1051;E.ON Drive GmbH;Holstenstraße;42;;25560;Schenefeld;Schleswig-Holstein;Kreis Steinburg;54.04618088;9.48042521;2021-06-21;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1052;Autohof Reimers GmbH;Altonaer Chaussee;49;;22869;Schenefeld;Schleswig-Holstein;Kreis Pinneberg;53.598551;9.847903;2021-02-21;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
1053;Autohof Reimers GmbH;Altonaer Ch;49;Öffnungszeiten 07.00 - 18.30;22869;Schenefeld;Schleswig-Holstein;Kreis Pinneberg;53.598564;9.847952;2022-03-10;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
1054;Schleswiger Stadtwerke GmbH;St. Jürgener Str.;1-3;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.52398009;9.570094943;2016-11-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1055;Schleswiger Stadtwerke GmbH;Friedrich-Ebert-Straße;1;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.51862796;9.551668167;2017-03-10;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1056;Schleswiger Stadtwerke GmbH;Rathausmarkt;1;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.51413463;9.571629167;2017-03-10;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1057;Schleswiger Stadtwerke GmbH;Stadtfeld;2;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.521061;9.563741;2021-03-18;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1058;Schleswiger Stadtwerke GmbH;Stadtfeld;2;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.521061;9.563741;2021-03-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1059;Schleswiger Stadtwerke GmbH;Stadtfeld;2;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.521061;9.563741;2021-03-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1060;Schleswiger Stadtwerke GmbH;Stadtfeld;2;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.521061;9.563741;2021-03-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1061;Schleswiger Stadtwerke GmbH;Stadtfeld;2;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.521061;9.563741;2021-03-18;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1062;GP JOULE Connect GmbH;Kolonnenweg;152;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.508616;9.520183;2019-09-16;66;Normalladeeinrichtung;3;AC Steckdose Typ 2;22;35BC 59FA 9EC0 2513 E6DE 727E 9839 7B64 D394 E21C E517 8CFD D9A4 D3CB CF33 4DB8 09AE 290C CC80 ABEA 6B97 B3B9 3E32 5E9F;AC Steckdose Typ 2;22;020D 7241 4001 632A DDBC 8F34 37EB E25E 710B 6633 D7EE 565E 95E9 28F6 CE27 3C53 B0AD 69F2 C152 48A8 57A1 8BA6 2258 02D0;AC Steckdose Typ 2;22;0CA3 EBA9 654A 233A F48C 5507 5D62 46C5 656D 661E BD9B 6277 2E51 380A 0CD5 09C5 4278 E7A4 C375 84F1 314A EC14 E8A9 879C;;;
1063;GP JOULE Connect GmbH;Königstraße;9;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.514816;9.566383;2020-01-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4AED 54E6 20E0 246D FF57 9D81 9506 EB92 4E07 C6E9 B75A 0D7B 4A72 BF64 F40F 2474 A08F 534C B70A E4F5 67A1 10BF EBBC 1FA2 F6C5 0B78 308B BE52 0C3B 0A8F 5255 A5F7;AC Steckdose Typ 2;22;3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4199 CD5E FDDD EB36 8162 97C6 9784 0CC7 F240 2292 0AFD F0C2 1845 D7DC 4334 A614 D5F5 BA52 0E98 0E32 C24F FFB6 A753 38CC 881D 1201 42F8 9A8B 54E1 35AE F7F4 3B90 E;;;;;;
1064;GP JOULE Connect GmbH;Ilensee;8;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.516934;9.583036;2020-01-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4BA7 302C 3815 091E FD86 2322 79AC 34BA 92EC 5233 8D82 F828 BCDB 8A1F 10C2 CE43 82AA 2F1F CC29 51E9 EB4D 892C 5F7B E589 79C1 AB62 975B E90B 92C4 0BC2 99CF 9E08 8;AC Steckdose Typ 2;22;3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 40F3 75E5 BBA8 A1D1 4638 0EEC BEF6 72D6 B89C 5AB9 BC85 0055 ADA5 AEA7 BC03 3EEE 7DFE A475 B5F2 66C5 AABF 6D77 876B B993 314B 1C01 173E A3AD 5845 68F9 1FEC 7E8E D;;;;;;
1065;GP JOULE Connect GmbH;Moltkestr.;32;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.51996703;9.55739197;2021-09-30;11;Normalladeeinrichtung;4;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;
1066;GP JOULE Connect GmbH;Moltkestr.;32;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.51996703;9.55739197;2021-09-30;11;Normalladeeinrichtung;4;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;
1067;GP JOULE Connect GmbH;Moltkestraße;34;Parkhaus P440-P431;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.52003548;9.558295312;2021-11-15;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1068;GP JOULE Connect GmbH;Moltkestrasse;34;Parkhaus P440-P431;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.52003548;9.558338227;2021-11-15;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1069;GP JOULE Connect GmbH;Moltkestraße;34;Parkplatz P440-P431;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.52006662;9.558327498;2021-11-15;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1070;GP JOULE Connect GmbH;Moltkestraße;34;Parkhaus P440-431;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.52007285;9.558348956;2021-11-15;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1071;Autohaus Jordt Automobil Handelsgesellschaft mbH;St. Jürgener Str.;52;;24837;Schleswig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.531215;9.574939;2021-01-19;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
1072;Allego GmbH;Wittgenstein;2;;24866;Schleswig-Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.476667;9.544566;2019-09-21;320;Schnellladeeinrichtung;2;DC Kupplung Combo;80;;DC Kupplung Combo;320;;;;;;;
1073;Allego GmbH;Wittgenstein;2;;24866;Schleswig-Busdorf;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.476667;9.544566;2021-09-30;150;Schnellladeeinrichtung;2;DC Kupplung Combo;150;3056301006072A8648CE3D020106052B8104000A034200042071894A503EBAECAB6D754A3A7E3D8CC04FD3687735278C4EEB3F4994169B6934762AC145CBE805811880FB6FA66D6DB6739B88FD7DBE58D431EB2B4B194C85;DC Kupplung Combo;150;3056301006072A8648CE3D020106052B8104000A03420004E442F23F14912EEF834A9B685701D4F959A6436380AF5E18E74CA92DADE4DA740A09D68D3CEEF2D918FF3B833A4841FBA23F8074883165123964A1D446386650;;;;;;
1074;Stadtwerke Kiel AG;Bürgermeister-Wiese-Straße;1;;24217;Schönberg;Schleswig-Holstein;Kreis Plön;54.393136;10.373458;2020-09-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
1075;Stadtwerke Kiel AG;Käptn's Gang;1;;24217;Schönberg;Schleswig-Holstein;Kreis Plön;54.412768;10.414927;2020-09-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;;AC Steckdose Typ 2, AC Schuko;22;;;;;;;
1076;Comfortcharge GmbH;Lünningsredder;7;;24217;Schönberg;Schleswig-Holstein;Kreis Plön;54.39585;10.37631;2020-03-25;150;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;150;;AC Kupplung Typ 2;22;;;22;;;;
1077;Strompool Probstei eG;Stakendorfertor;41;;24217;Schönberg;Schleswig-Holstein;Kreis Plön;54.395187;10.379212;2021-01-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;EB00AD5BE37781F2695256710C76289179C98324C00BEB6713D707D45869AD18F1949E5756656639B9DE5980138151C6ABA38BCDBF711360F85DF7FDF9EDB8FE71;AC Steckdose Typ 2;22;E66481DFCB6E8ED267089C8295F8D500B20CFAEC0427CE26648,3975AF4483125835C313394383805546A789A4F5087E96572E6F0A78F917A3A2E18144E6113982E;;;;;;
1078;Strompool Probstei eG;Eichkamp;2;;24217;Schönberg;Schleswig-Holstein;Kreis Plön;54.385465;10.373184;2021-01-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;4C92440A8CC9978CACECB1EB6541E94794DFE17FDCE29AE10483462B9AF32D8F 6B46C54E01AB96D8E3742D50EDC31478624A5894E942FD275276392CB63670F7;AC Steckdose Typ 2;22;ECEB784F233B77D63FA1DEBCD549F6B8BFDF55395428F7D95E6ED168F48D4585 CDB3C059AB7272B3728D215B8DAC907DE70A815BOBFD9430E7D61CD1408CA264;;;;;;
1079;Strompool Probstei eG;Eichkamp;30;;24217;Schönberg;Schleswig-Holstein;Kreis Plön;54.387547;10.38246;2021-01-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;DFAE6D29CEAE4D691257125FD980E378B79E75C613CD23EAD94A6BA9C61E6123 BDC1DB33E94C63E5B698CDD45AOE73FDC896DEE417AD13C9A773835522F31FCD;AC Steckdose Typ 2;22;90AS1F09D9194DD4SEOF2B3A623S423B5A20E9A1E8083ESC08FOS1C29CE714FF FS38820FAESFC4CDOOFF2610163014F8B43CDD514DDllCA98C486141F2161D62;;;;;;
1080;Autohaus in Schönberg GmbH;Ratjendorfer Weg;5-7;;24217;Schönberg;Schleswig-Holstein;Kreis Plön;54.384196;10.382225;2021-10-07;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
1081;Stadtwerke Kiel AG;Söhren;47;;24232;Schönkirchen;Schleswig-Holstein;Kreis Plön;54.339407;10.210255;2019-10-25;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1082;Stadtwerke Eutin GmbH;Eutiner Straße;0;;23744;Schönwalde am Bungsberg;Schleswig-Holstein;Kreis Ostholstein;54.187646;10.753807;2018-10-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1083;E.ON Drive GmbH;Husumer Straße;5;;24850;Schuby;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.519063;9.476458;2018-08-08;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1084;Aral Pulse;Westring;19;;24850;Schuby;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.51896736;9.464544654;2021-03-17;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
1085;Aral Pulse;Westring;19;;24850;Schuby;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.51896736;9.464544654;2021-03-17;300;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;300;;DC Kupplung Combo;300;;;;;;;
1086;Stadtwerke Nortorf AöR;Dorfstraße;55;bei;24589;Schülp;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.16389;9.88886;2021-08-05;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1087;Stadtwerke Husum GmbH;An der Treene;11;;25876;Schwabstedt;Schleswig-Holstein;Kreis Nordfriesland;54.393339;9.187006;2019-02-11;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1088;E.ON Drive GmbH;Hans-Koch-Ring;8;;21493;Schwarzbeck;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.51255;10.497984;2017-10-05;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
1089;Vereinigte Stadtwerke GmbH;Lauenburger Straße;21;;21493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.501704;10.482877;2019-11-08;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1090;Lidl Dienstleistung GmbH & Co. KG;Kentangente;2;;24493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.50417;10.488752;2019-09-04;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;F30D824CA6587E0A07AB33CB30E4CE08D8A3AF768286293951ED66D8C81EDBE8D3820891A75AB7A58D714BAAFB4F46AB;AC Steckdose Typ 2;22;15836586B87C3F1591BEAC99A876792192AA11604DFFA6934FCEDF106129B75990B38D64D78E6D25597FD54297095E96;;;;;;
1091;Lidl Dienstleistung GmbH & Co. KG;Kerntangente;2;;21493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.5044295;10.4879727;2019-09-04;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, DC Kupplung Combo;22;F30D824CA6587E0A07AB33CB30E4CE08D8A3AF768286293951ED66D8C81EDBE8D3820891A75AB7A58D714BAAFB4F46AB;AC Steckdose Typ 2, AC Kupplung Typ 2;22;15836586B87C3F1591BEAC99A876792192AA11604DFFA6934FCEDF106129B75990B38D64D78E6D25597FD54297095E96;;;;;;
1092;E.ON Drive GmbH;Compestraße bei;10;;21493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.504079;10.478891;2018-03-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1093;E.ON Drive GmbH;Möllner Straße;42;;21493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.510095;10.487616;2018-03-15;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1094;E.ON Drive GmbH;Müllerweg;2;;21493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.509842;10.4827;2018-11-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1095;E.ON Drive GmbH;Hans-Koch Ring;8;;21493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.512544;10.478891;2018-09-17;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
1096;E.ON Drive GmbH;Ritter-Wulf-Platz;1;;21493;Schwarzenbek;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.502922;10.478678;2021-12-22;11;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
1097;Stadtwerke Kiel AG;Mergenthalerstraße;24;;24223;Schwentinental;Schleswig-Holstein;Kreis Plön;54.289138;10.220584;2019-03-07;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
1098;Vater Holding GmbH;Wasserwerksweg;18;;24222;Schwentinental;Schleswig-Holstein;Kreis Plön;54.294236;10.223163;2018-10-16;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;;;;;;;;;;
1099;Stadtwerke Schwentinental GmbH;Zum See;2;;24223;Schwentinental;Schleswig-Holstein;Kreis Plön;54.283981;10.2408;2021-07-12;44;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;AC Kupplung Typ 2;22;;;;;;;
